textbox3,textbox5,textbox9,textbox7,textbox14,textbox19,textbox12,textbox32,textbox64,textbox48,textbox10,textbox55
"Thursday, October 16, 2025",All,All,All,All,All,All,All,All,All,True,All

textbox109,AnimalNumber_1,AnimalName,AnimalType,Species,textbox29,Gender,PrimaryColour,Declawed,OperationType,Stage,Location,ARN,PrimaryBreed,AdoptionPrice,textbox54,SecondaryColour,OperationDateCreated,ChipNumber,SubLocation,textbox60,textbox67,AnimalMemoType,AnimalMemoSubType,DateCreated_1,textbox50,AnimalMemo_1,textbox121,textbox124,textbox127,textbox130,textbox23,textbox42
Dog Holding F,A0059451430,Sam,Dog,Dog,10m 18d,M,Tan,N,Owner Surrender/Evaluation/Poss Adopt - FIELD!,Hold - Doc,Dog Holding F,,"Terrier, Pit Bull/Mix",$0.00,17,,9/29/2025 2:19 PM,941010004731586,08,43249888,LEIGHANNA,Alert Memo!!!                 ,Alert Memo!!!                 ,10/9/2025 1:16 PM,,DO NOT RTO!,Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059451430,Sam,Dog,Dog,10m 18d,M,Tan,N,Owner Surrender/Evaluation/Poss Adopt - FIELD!,Hold - Doc,Dog Holding F,,"Terrier, Pit Bull/Mix",$0.00,17,,9/29/2025 2:19 PM,941010004731586,08,43255369,LEIGHANNA,Alert Memo!!!                 ,Alert Memo!!!                 ,10/10/2025 8:34 AM,,DO NOT RELEASE INFORMATION TO ANYONE,Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059451430,Sam,Dog,Dog,10m 18d,M,Tan,N,Owner Surrender/Evaluation/Poss Adopt - FIELD!,Hold - Doc,Dog Holding F,,"Terrier, Pit Bull/Mix",$0.00,17,,9/29/2025 2:19 PM,941010004731586,08,43259103,NATALIAD,Behavior                      ,Flow Chart                    ,10/10/2025 2:38 PM,,10/10/25 ND Sam has been doing well going on short leash walks. We have been keeping them just potty breaks as he will get excited and try and zoom!,Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059451430,Sam,Dog,Dog,10m 18d,M,Tan,N,Owner Surrender/Evaluation/Poss Adopt - FIELD!,Hold - Doc,Dog Holding F,,"Terrier, Pit Bull/Mix",$0.00,17,,9/29/2025 2:19 PM,941010004731586,08,43034666,PAIGEP,On Meds!!                     ,On Meds!                      ,9/29/2025 5:59 PM,,ON MEDS INDEFINTELY,Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059451430,Sam,Dog,Dog,10m 18d,M,Tan,N,Owner Surrender/Evaluation/Poss Adopt - FIELD!,Hold - Doc,Dog Holding F,,"Terrier, Pit Bull/Mix",$0.00,17,,9/29/2025 2:19 PM,941010004731586,08,43213414,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,10/4/2025 11:43 AM,,"10/4 - A, N, Y 10/5 - A, NO, Y 10/6 - A, S, Y 10/7 - A/N/Y 10/8 - A/N/NO 10/9- A/No/Y 10/10 - A/N/Y 10/11 - A, N, Y 10/12 - A, N, Y 10/13- A, N, Y 10/14 - A, NO, NO - HB - NO, Y 10/15 - A, NO, N 10/16 - A, N, Y",Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059569679,Onyx,Dog,Dog,10m 5d,F,Black,N,Seized/Signed Over,Hold - Behavior Mod.,Dog Holding F,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$0.00,7,,10/9/2025 9:00 AM,941010004762385,12,43257666,MARILYNB,Medical                       ,,10/10/2025 12:58 PM,,10/10 - A/No/N - tore up blanket,Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059569679,Onyx,Dog,Dog,10m 5d,F,Black,N,Seized/Signed Over,Hold - Behavior Mod.,Dog Holding F,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$0.00,7,,10/9/2025 9:00 AM,941010004762385,12,43263726,NATALIAD,Behavior                      ,Flow Chart                    ,10/11/2025 10:36 AM,,"10/10/25 ND SPENT SOME TIME WITH ONYX AT HER KENNEL. UPON APPROACH SHE WAS ALARM BARKING BUT HER TAIL WAS NEUTRAL, WAGGING SLOW AND WIDE. HER EARS WERE BACK. I SAT BY HER DOOR AND GAVE HER TREATS. SHE CAME AND APPROACHED ME SHE SNIFFED UNDER THE DOOR. SHE DID EAT THE TREATS INFRONT OF ME. IF I MOVED TO QUCIKLY SHE WOULD START ALARM BARKING AGAIN. AFTER A FEW MINUTES SHE STOPPED ALARM BARKING AS I WAS MOVING TO GET MORE TREATS. WHEN I STOOD UP TO WALK AWAY SHE STARTED ALARM BARKING AGAIN. I ASKED HER TO SIT IN WHICH SHE DID AND I REWARDED AND WALKED AWAY. 10/11/25 MW Went to kennel to grab Onyx for intake services. Upon approach, she gave me very wiggly body language and jumped right up onto the kennel door. When I opened the door, she alarm barked multiple times but did not move. After sniffing my arm, she allowed me to leash her very easily. Onyx walked well into the infirmary but did have very nervous, jumpy energy. She was ok with her head and shoulders being pet, but if I stroked down to her flank, she would turn very quickly towards my hand and get stiff. During intake, she rolled over onto her back and exposed her stomach. Paige went to check for a spay scar as previous owners stated that Onyx was spayed. When Paige made contact with her abdomen, Onyx very abruptly jumped up and gave a correction/warning bite (light pressure, no marks left). At this point, we opted to muzzle Onyx for the rest of her intake services. She attempted to remove the muzzle several times, but we were able to perform all intake services. Even with the muzzle on, Onyx seemed very reactive whenever Paige had to touch her flank. Once intake services were finished, Paige and I tried once again to verify a spay scar but Onyx was too stressed out. She did allow me to walk her back to the kennel, remove the leash, and apply Revolution without any issue. 10/11/25 ND Spoke with MW about incident noted above. Went to visit Onyx later in the afternoon. She initially was alarm barking but as I started speaking to her she became wiggly. I tossed her treats and would reward her for looking at me and not barking. Kept session short as she had a stressful da 10/15/25 ND Spent some time with Onyx outside of her kennel. She did well without alarm barking and approached in a cautious but prosocial way. Did get spooked and ran to the back of her kennel. Seemed very timid after will attempt to remove from kennel on 10/16",Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059569679,Onyx,Dog,Dog,10m 5d,F,Black,N,Seized/Signed Over,Hold - Behavior Mod.,Dog Holding F,,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$0.00,7,,10/9/2025 9:00 AM,941010004762385,12,43264104,LANAP,Daily Monitor                 ,Poop Chart!                   ,10/11/2025 11:27 AM,,"10/11 - A, NO, Y 10/12 - A, N, Y 10/14 - A, N, Y (tore up blanket) 10/15 - A, D, Y 10/16 - A, N ,Y",Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059569686,Missy,Dog,Dog,13y 7d,F,Tan,N,Seized/Signed Over,Hold - Behavior,Dog Holding F,,"Pug/Griffon, Brussels",$0.00,7,Black,10/9/2025 9:00 AM,941010004789905,02,43257608,MARILYNB,Daily Monitor                 ,Poop Chart!                   ,10/10/2025 12:52 PM,,"10/10 - A/No/Y 10/11 - AS, NO, NO - HOUSEBROKEN - N, Y 10/12 - A, NO, NO 10/13- A, No, N - HB - N,Y 10/14 - AS, NO, NO 10/15 - AS, NO, N 10/16 - AS, NO, N",Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059597518,,Dog,Dog,3y 2d,F,Black,N,Transfer In/ACO or DCO in County,Evaluate,Dog Holding F,25-146-A,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$0.00,0,,10/16/2025 10:10 AM,,10,43281666,ASHLEYD,Note                          ,,10/14/2025 11:58 AM,,10/14/25: Jerin from Town of Clarence notes some barrier reactivity when dogs pass by kennel since completing ACO/DCO request // ALD,Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059597518,,Dog,Dog,3y 2d,F,Black,N,Transfer In/ACO or DCO in County,Evaluate,Dog Holding F,25-146-A,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$0.00,0,,10/16/2025 10:10 AM,,10,43297722,SHANNONV,Alert Memo!!!                 ,Alert Memo!!!                 ,10/16/2025 10:09 AM,,10/16/2025: DL-18 ATTACHED. SMV,Dog Holding F,29,Dog Holding F,8,1227,357
Dog Holding F,A0059598789,DANIEL,Dog,Dog,1y 0d,M,Black,N,Transfer In/ACO or DCO in County,Hold - Surgery,Dog Holding F,25-155-A,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",$0.00,0,White,10/16/2025 10:03 AM,941010004005606,11,43297645,SHANNONV,Alert Memo!!!                 ,Alert Memo!!!                 ,10/16/2025 10:01 AM,,10/16/2025: DL-18 ATTACHED. SMV,Dog Holding F,29,Dog Holding F,8,1227,357
Farm,A0000782604,Xylord,Equine,Mini Horse,32y 4m 15d,M,Black,N,Seized/Cruelty,Permanent Resident,Farm,,Miniature Horse/,$0.00,10160,White,12/22/1997 12:09 AM,,Stall #5,946179,PetPoint Importer,Note                          ,,7/2/2006 9:31 PM,,"Part of cruelty case #7824 or #7697 in petnet. ID #57954 in Petnet. Weight on arrival was acceptable. He is a summer black and has a small white boomerang shaped star on his forehead and a tiny white spot on his upper left lip, no other markings. Came in a breeding stallion and was castrated on 3/4/98 after the cae was won in court. Decided to keep him for the Educational Farm after his castration due to his exceptional personality. ",Farm,16,Farm,10,1227,357
Farm,A0000782604,Xylord,Equine,Mini Horse,32y 4m 15d,M,Black,N,Seized/Cruelty,Permanent Resident,Farm,,Miniature Horse/,$0.00,10160,White,12/22/1997 12:09 AM,,Stall #5,4184126,SHANNONV,Conditions                    ,,11/5/2008 8:14 AM,,11/05/08- ACCIDENTALLY BIT KRYSTYN MCCARTHY IN THE BARN WHILE KRYSTYN WAS PETTING THE HORSE. HOLD AND OBSERVE. SMV,Farm,16,Farm,10,1227,357
Farm,A0000782604,Xylord,Equine,Mini Horse,32y 4m 15d,M,Black,N,Seized/Cruelty,Permanent Resident,Farm,,Miniature Horse/,$0.00,10160,White,12/22/1997 12:09 AM,,Stall #5,42972849,HEATHERF,Note                          ,,9/20/2025 1:53 PM,,7/2025- Xy weight 222lbs 9/2025- Xy weight 223lbs,Farm,16,Farm,10,1227,357
Farm,A0038590512,Lady Marmalade,Bird,Farm Type Fowl,7y 5m 26d,F,Apricot,N,Stray/OTC,Permanent Resident,Farm,,Chicken/,$0.00,2709,White,5/17/2018 3:28 PM,,Stall #1,23147893,admin,Note                          ,,8/6/2018 4:06 PM,,"Lady M laid her first egg on August 4, 2018!!!",Farm,16,Farm,10,1227,357
Farm,A0054953161,Bonnie,Livestock,Goat,N/A,F,Brown,N,Owner Surrender/Court Ordered Sign Over,Permanent Resident,Farm,Garage 18,Nubian/Boer,$0.00,622,White,2/2/2024 3:54 PM,,Stall #2,38138107,MELINAH,Medical                       ,,12/19/2023 3:46 PM,,"Has lice, treated with ultraboss, coughing, 1 shot of Draxxin/ Jean Feldman DVM. MH/121",Farm,16,Farm,10,1227,357
Farm,A0054953161,Bonnie,Livestock,Goat,N/A,F,Brown,N,Owner Surrender/Court Ordered Sign Over,Permanent Resident,Farm,Garage 18,Nubian/Boer,$0.00,622,White,2/2/2024 3:54 PM,,Stall #2,38368170,MELINAH,Note                          ,,1/31/2024 11:32 AM,,Owner signed over on 1/31/24 at court appearance. Clear for dispo. MH/121,Farm,16,Farm,10,1227,357
Farm,A0054953163,Clara,Livestock,Goat,2y 1m 1d,F,White,N,Owner Surrender/Court Ordered Sign Over,Permanent Resident,Farm,Garage 19,Boer/Nubian,$0.00,622,Black,2/2/2024 3:54 PM,,Stall #2,38138123,MELINAH,Medical                       ,,12/19/2023 3:47 PM,,"Has lice, treated with ultraboss, coughing, 1 shot of Draxxin/ Jean Feldman DVM. MH/121",Farm,16,Farm,10,1227,357
Farm,A0054953163,Clara,Livestock,Goat,2y 1m 1d,F,White,N,Owner Surrender/Court Ordered Sign Over,Permanent Resident,Farm,Garage 19,Boer/Nubian,$0.00,622,Black,2/2/2024 3:54 PM,,Stall #2,38368164,MELINAH,Note                          ,,1/31/2024 11:32 AM,,Owner signed over on 1/31/24 at court appearance. Clear for dispo. MH/121,Farm,16,Farm,10,1227,357
Farm,A0054953163,Clara,Livestock,Goat,2y 1m 1d,F,White,N,Owner Surrender/Court Ordered Sign Over,Permanent Resident,Farm,Garage 19,Boer/Nubian,$0.00,622,Black,2/2/2024 3:54 PM,,Stall #2,38384925,NICOLEA,Note                          ,,2/2/2024 4:13 PM,,RTO Due to S/O animal is in now as a Surrender. NSA,Farm,16,Farm,10,1227,357
Farm,A0057300395,"Emerson ""Emmy""",Bird,Farm Type Fowl,1y 10m 20d,F,White,,Stray/OTC,Permanent Resident,Farm,,Chicken/,$0.00,331,Cream,11/19/2024 8:45 AM,,Stall #1,40493322,TAMMIC,Note                          ,,11/19/2024 8:55 AM,,"11/19/2024- Stray chicken found behind the senior citizen complex at 2400 Seneca Street in Buffalo, 14210. No identifiers on chicken, no matching lost reports on file. Stray time ends AM of Tuesday, 11/26/2024. TMC",Farm,16,Farm,10,1227,357
Farm,A0058972687,Kahlua,Miniature Pig,Miniature Pig,1y 2m 22d,F,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Hold - Doc,Farm,,Kune Kune Mini-pig/,$0.00,79,,7/29/2025 11:43 AM,,Stall #6,42904575,HEATHERF,Note                          ,,9/11/2025 9:09 AM,,7/31/25-Kahlua's initial weight 181 lbs 8/21/25- Kahlua weighed at 178lbs 9/11/25- Kahlua weighed in at 177lbs 9/20/25- Kahlua weighed in at 174 lbs 10/7/2025- Kahlua weighed in at 172.8 lbs,Farm,16,Farm,10,1227,357
Farm,A0059186763,,Bird,Farm Type Fowl,N/A,U,Yellow,N,Stray/OTC,In Foster to Adopt,Farm,,Duck/,$0.00,60,White,8/17/2025 8:43 AM,,Foster Farm,42756968,NORAZ,Medical                       ,,8/21/2025 10:22 AM,,injured. has a slipped tendon in the hock. currently on metacam 0.1 x2 per day for 7 days. Xray done showing no break. Now on day 4 of meds. Still getting worse and now not eating and other uninjured hock is swollen. Currently not getting up to more around at all.,Farm,16,Farm,10,1227,357
Farm,A0059286626,Letti,Equine,Horse,12y 9m 15d,F,White,N,Seized/Protective Custody,Hold - Doc,Farm,,Appaloosa/Pinto/Paint,$0.00,43,Red,9/3/2025 10:52 AM,,Turnout Paddock,42999902,HEATHERF,Medical                       ,,9/24/2025 2:54 PM,,Letti currently in heat- 9/23/25 begin,Farm,16,Farm,10,1227,357
Farm,A0059286626,Letti,Equine,Horse,12y 9m 15d,F,White,N,Seized/Protective Custody,Hold - Doc,Farm,,Appaloosa/Pinto/Paint,$0.00,43,Red,9/3/2025 10:52 AM,,Turnout Paddock,42999934,HEATHERF,Medical                       ,,9/24/2025 2:56 PM,,9/23/25- Letti seen by Dr Feldman for injury to foot. Currently being treated for abscess in front left foot with foot wraps and soaks. Doc will check back in at the end of the week.,Farm,16,Farm,10,1227,357
Farm,A0059443417,Madam Sophia,Bird,Farm Type Fowl,N/A,F,Red,,Stray/OTC,Available,Farm,,Chicken/,$0.00,19,,9/27/2025 12:03 PM,,Stall #2,43230567,HEATHERF,Petango/Adoption Description  ,,10/7/2025 11:01 AM,,"?? Meet Madam Sophia the Hen & Papi the Rooster – A Feathered Friendship in Need of a Home ?? Madam Sophia is a darling little Rhode Island Red-type hen with a gentle heart and a touch of shyness. She hasn’t laid any eggs yet, but she’s full of potential and even more full of love. Ruby is friendly, curious, and sometimes a bit chatty—especially when she’s feeling brave! By her side is her loyal protector and best friend, Papi, a stunning and kind-hearted rooster who looks out for Soph with all the grace and charm a rooster can muster. Papi is not only beautiful to look at, but also incredibly sweet and easy to be around. These two share a strong bond, and our wish is for them to be adopted together, so Sophia can continue to feel safe and loved with Papi watching over her. If you’re looking to add a little love, fluff, and friendship to your life, Ruby and Papi would make the perfect addition to a caring flock or family. ?? Message us for more info or to meet this adorable duo!",Farm,16,Farm,10,1227,357
Farm,A0059464588,Papi,Bird,Farm Type Fowl,6m 1d,M,Brown,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Farm,,Chicken/Chicken,$0.00,15,"Golden/
Black",10/1/2025 12:04 PM,,Stall #2,43230355,HEATHERF,Petango/Adoption Description  ,,10/7/2025 10:41 AM,,"?? Meet the Dashing Dappled Rooster, Papi ?? Looking for a stunning addition to your flock? This beautifully dappled gentleman is as eye-catching as they come! With feathered legs, striking Americana and Easter Egger-style markings, and a proud, full-grown frame (though still young at heart!), he's a true head-turner. Whether he's strutting through the yard or keeping a watchful eye on his flock, this rooster brings both beauty and presence to any coop. He comes with a special request — to be adopted alongside his companion, a small, sweet Rhode Island Red pullet. She's young and full of personality, and they make a charming pair. They've bonded well, and we’d love for them to stay together as they find their forever home. While we don't have a birthdate on file, both birds are healthy, vibrant, and ready to settle in with a caring family. ?? Ready to give this feathered duo a happy home? Reach out today and let these two strut their stuff into your heart!",Farm,16,Farm,10,1227,357
Feature Room 1,A0058949368,Petal,Cat,Cat,1y 1m 25d,F,Black,N,Stray/OTC,Available,Feature Room 1,,Domestic Shorthair/,$120.00,56,Orange,8/21/2025 3:47 PM,941010004964626,Feature Room 1,43263372,Cary Munschauer,Behavior                      ,Flow Chart                    ,10/11/2025 9:32 AM,,"Friendly cat, inconsistent with approach and engagement on post spay day 1. Non-reactive, OK to handle and move. Will make available from Room I to give her hormones a chance to settle after surgery. No fundamental behavior concerns. CM 10/11/25",Feature Room 1,3,Feature Room 1,1,1227,357
Feature Room 1,A0058949368,Petal,Cat,Cat,1y 1m 25d,F,Black,N,Stray/OTC,Available,Feature Room 1,,Domestic Shorthair/,$120.00,56,Orange,8/21/2025 3:47 PM,941010004964626,Feature Room 1,43263380,Cary Munschauer,Behavior                      ,Adoption Info                 ,10/11/2025 9:35 AM,,"OK FOR ADOPTION- BEHAVIOR 10/11/25 SHY INITIALLY AND SOMEWHAT WARY, NEEDS TIME TO ADJUST TO CHANGE RECOMMEND OLDER CHILD/ADULT HOME UNKNOWN WITH OTHER ANIMALS WILL NEED TIME TO ADJUST TO CHANGE AND NEW HOME",Feature Room 1,3,Feature Room 1,1,1227,357
Feature Room 1,A0058949368,Petal,Cat,Cat,1y 1m 25d,F,Black,N,Stray/OTC,Available,Feature Room 1,,Domestic Shorthair/,$120.00,56,Orange,8/21/2025 3:47 PM,941010004964626,Feature Room 1,43249036,MARILYNB,Daily Monitor                 ,Poop Chart!                   ,10/9/2025 12:17 PM,,"10/9 - A, N,Y 10/10 - A, N, Y 10/12 - A, N, Y 10/13 - A, N, Y 10/14 -A, NO ,Y 10/15 -A, N ,Y",Feature Room 1,3,Feature Room 1,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,42818439,TAMMIC,Alert Memo!!!                 ,Alert Memo!!!                 ,8/29/2025 2:45 PM,,"8/29/2025- Please call surrenderer, Leah Reynolds (P48176233) with any and all updates regarding cat ""Luka"" (A59213481). TMC",Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,42819159,TAMMIC,Note                          ,,8/29/2025 3:38 PM,,"8/29/2025- Cat ""Luka"" A59213481 was originally scheduled as a clinic appt for a stray cat however owner has had for at least 4 months but she states could be longer. Surrenderer states ""Luka"" has been vomiting's after he eats for about 2-4 months, and yesterday reportedly vomited 12 times and described as looking like ""diarrhea"". Owner also has another cat at home named ""Shadow"" that also is sick with bloody diarrhea (also occurring for 2-4 months). Owner believes cats were abandoned and states she doesn't know much about them but that ""Luka"" ""bites"".....please note, owner did appear slightly confused during the time of intake re: phone numbers, time frames and symptoms. TMC",Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,43044792,LEIGHANNA,Behavior                      ,,10/1/2025 7:34 AM,,"10/1/25 - Spoke with Dr. Kean and she said the cat does not need to go to foster if he is able to go into a feature room, which is where Luka is currently. Behavior will monitor litter box usage. Dr. Kean stated that if he is not using the litter box while in the feature room, we will need to discuss a different outcome for Luka. LJA",Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,43213768,GIOE,Note                          ,,10/4/2025 12:26 PM,,"Called Leah P48176233 to update her on Luka. Let her know he's doing really well, affectionate, confident, and using the litterbox appropriately. She expressed concerns about him spraying and biting, both behaviors have not been noted in the shelter. She was not able to identify or communicate any potential triggers, potentially stemming from over/understimulation &/or other male cat in home from the limited information I was given. Let her know we will communicate concerns to potential adopters but that he has been doing very well here and behaving appropriately especially since moving into his own larger room. - GE 10/4/25",Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,43049488,GIOE,Behavior                      ,Flow Chart                    ,10/1/2025 2:58 PM,,"Luka is still adjusting to the feature room. He was hiding under the kurunda upon entering, immediately came out to solicit attention. Remained alert of noise outside the feature room for the duration, but relaxed with some soft talking and pets. It may take some time for Luka to become acclimated to the noise in the feature room, will continue to spend time with him to ease the transition. He had used the litter box to eliminate urine overnight but have not noted a bowel movement as of yet - GE 10/1/25 Luka is doing well, used his litter box successfully overnight, is more active in the feature room during the day, comes out immediately to solicit attention. Will continue to monitor litterbox usage - GE 10/2/25 Social & friendly boy, may overstimulate. Will need time and patience to adjust to change in new home - GE 10/6/25",Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,43222687,GIOE,Behavior                      ,Adoption Info                 ,10/6/2025 9:54 AM,,"OKAY FOR ADOPTION - BEHAVIOR 10/6/25 BEHAVIOR CONSULT REQUIRED BEFORE ADOPTING - INTEGRATION SOCIAL & FRIENDLY BOY, MAY OVERSTIMULATE PREVIOUSLY LIVED WITH ANOTHER CAT, UNKNOWN RELATIONSHIP NO DOG HOME, DID NOT INTEGRATE WITH DOGS PREVIOUSLY MAY BE BEST AS ONLY PET OLDER CHILD/ADULT HOME RECOMMENDED WILL NEED TIME AND PATIENCE TO ADJUST TO CHANGE IN NEW HOME",Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,43243423,TARAM,Petango/Adoption Description  ,,10/8/2025 3:46 PM,,"Hi there, I’m Luka — a sleek, handsome gentleman with a few silver hairs of wisdom sprinkled in. I might be a senior, but I’ve still got plenty of charm, curiosity, and love to give. When you first meet me, I might take a little time to settle in and get comfortable with my new surroundings — I like to make sure everything feels just right before I show my true, affectionate side. Once I do, though, I’m all about being social and soaking up your attention. I love gentle pets and company, but sometimes I can get a bit overstimulated — it’s just my way of saying I need a little personal space for a moment. With someone patient and understanding, I’ll make a loyal, loving companion who enjoys your presence and brings a quiet confidence to your home. If you’re looking for a friendly, handsome boy who appreciates both affection and independence, I think we could be a perfect match.",Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,43036539,SALLYB,Archive/No Longer Applies     ,No Longer Applies             ,9/30/2025 9:44 AM,,on meds indefinitely,Feature Room 2,9,Feature Room 2,1,1227,357
Feature Room 2,A0059213481,Luka,Cat,Cat,10y 1m 17d,M,Black,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available,Feature Room 2,,Domestic Longhair/,$50.00,48,,8/29/2025 2:37 PM,,Feature Room 2,42823202,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,8/30/2025 11:04 AM,,"8/30 - A, NO, NO 8/31 - A, NO, Y 9/1 - A, NO, Y 9/2 -A ,NO ,Y 9/3 - A/NS/Y 9/4 - A, NO ,Y 9/5- A, N, Y 9/6 - A, N, Y 9/7 - A, NO ,Y 9/8 - A, NO ,Y 9/9- A, N, Y 9/10- A, NO, Y 9/11- A/N/Y 9/12- A, N, Y (Pooped outside of box) 9/13- A, NO, Y 9/14- A, N, Y 9/15 -A ,N ,Y 9/16 -A ,N ,Y 9/17 - A, N, Y 9/18 -AS, NO ,Y 9/19 - A, N/S, Y (Pooped outside box, soft/diarrhea) 9/20 - AS, NO, Y 9/21 - A, N, Y - STOOL IN AND OUT OF LITTERBOX 9/22 -A, N ,Y - VOMITED STRING OR RIBBON 9/24 -A, N ,Y 9/25 - A, N, Y, V 9/26 - A, N, Y 9/27 - A, N, Y 9/28- A, N, Y 9/29 - A, N, Y 9/30 - A, N/D, Y 10/1- A, NO, Y 10/2 - A, N, Y 10/3 - AM, N, Y Vomit 10/4 - A, N, Y - vomited dry food, vomited hairball 10/5 - ALL CANNED AND AM DRY, N/D, Y 10/ 6 - AM ,N ,Y 10/7 - A ,N/D ,Y 10/ 8 - A, S ,Y 10/9 - A, N/S/D, Y 10/12 - A, NO, Y 10/13 -A, N ,Y 10/14 -A ,N ,Y 10/15 - A, N ,Y",Feature Room 2,9,Feature Room 2,1,1227,357
Foster Care Room,A0059246997,,Cat,Cat,3m 0d,F,Black,N,Stray/No Hold,Hold - Behavior,Foster Care Room,,Domestic Shorthair/Mix,$0.00,50,,8/27/2025 9:35 AM,941010004507004,03,43292549,SALLYB,Daily Monitor                 ,Poop Chart!                   ,10/15/2025 2:25 PM,,"10/15 -A, N ,Y",Foster Care Room,35,Foster Care Room,15,1227,357
Foster Care Room,A0059246998,,Cat,Cat,3m 0d,F,Black,N,Stray/No Hold,Hold - Behavior,Foster Care Room,,Domestic Shorthair/Mix,$0.00,50,,8/27/2025 9:35 AM,941010004146396,03,43292556,SALLYB,Daily Monitor                 ,Poop Chart!                   ,10/15/2025 2:25 PM,,"10/15 -A, N ,Y",Foster Care Room,35,Foster Care Room,15,1227,357
Foster Care Room,A0059247000,,Cat,Cat,2m 16d,F,Grey,N,Stray/No Hold,Hold - Behavior,Foster Care Room,,Domestic Shorthair/Mix,$0.00,50,,8/27/2025 9:35 AM,941010004135652,03,43292548,SALLYB,Daily Monitor                 ,Poop Chart!                   ,10/15/2025 2:25 PM,,"10/15 -A, N ,Y",Foster Care Room,35,Foster Care Room,15,1227,357
Foster Care Room,A0059264173,Mr.Biscuits,Cat,Cat,2m 21d,M,Orange,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Hold - Special Event,Foster Care Room,,Domestic Shorthair/,$0.00,48,White,8/29/2025 12:30 PM,941010004608159,04,43297757,JULIAK,Alert Memo!!!                 ,Alert Memo!!!                 ,10/16/2025 10:12 AM,,Mr. Biscuits will be going to the Subaru Loves Pets adoption event this Saturday(10/18)! JK 10/16,Foster Care Room,35,Foster Care Room,15,1227,357
